row_0,CE,ED,ITC,SPR,UV,Technique_Count
37621,1,1,1,1,1,5
37622,1,1,1,1,1,5
37661,1,1,1,1,1,5
37684,1,1,1,1,1,5
37702,1,1,1,1,1,5
37739,1,1,1,1,1,5
37761,1,1,1,1,1,5
37812,1,1,1,1,1,5
37830,1,1,1,1,1,5
37868,1,1,1,1,1,5
37926,1,1,1,1,1,5
37932,1,1,1,1,1,5
37941,1,1,1,1,1,5
38034,1,1,1,1,1,5
38056,1,1,1,1,1,5
38077,1,1,1,1,1,5
38101,1,1,1,1,1,5
38179,1,1,1,1,1,5
38188,1,1,1,1,1,5
38196,1,1,1,1,1,5
38207,1,1,1,1,1,5
38224,1,1,1,1,1,5
38260,1,1,1,1,1,5
38267,1,1,1,1,1,5
38269,1,1,1,1,1,5
38275,1,1,1,1,1,5
38307,1,1,1,1,1,5
38318,1,1,1,1,1,5
38326,1,1,1,1,1,5
38327,1,1,1,1,1,5
38329,1,1,1,1,1,5
38333,1,1,1,1,1,5
38338,1,1,1,1,1,5
38419,1,1,1,1,1,5
38472,1,1,1,1,1,5
38532,1,1,1,1,1,5
38597,1,1,1,1,1,5
38669,1,1,1,1,1,5
38695,1,1,1,1,1,5
38697,1,1,1,1,1,5
38757,1,1,1,1,1,5
38795,1,1,1,1,1,5
38817,1,1,1,1,1,5
38908,1,1,1,1,1,5
38958,1,1,1,1,1,5
38976,1,1,1,1,1,5
39106,1,1,1,1,1,5
39124,1,1,1,1,1,5
39154,1,1,1,1,1,5
39352,1,1,1,1,1,5
39447,1,1,1,1,1,5
39467,1,1,1,1,1,5
39669,1,1,1,1,1,5
39867,1,1,1,1,1,5
39870,1,1,1,1,1,5
39874,1,1,1,1,1,5
40519,1,1,1,1,1,5
40538,1,1,1,1,1,5
40870,1,1,1,1,1,5
41033,1,1,1,1,1,5
41218,1,1,1,1,1,5
41250,1,1,1,1,1,5
41264,1,1,1,1,1,5
41308,1,1,1,1,1,5
41609,1,1,1,1,1,5
41688,1,1,1,1,1,5
41774,1,1,1,1,1,5
41808,1,1,1,1,1,5
41879,1,1,1,1,1,5
41958,1,1,1,1,1,5
41977,1,1,1,1,1,5
42098,1,1,1,1,1,5
42266,1,1,1,1,1,5
42465,1,1,1,1,1,5
42469,1,1,1,1,1,5
42478,1,1,1,1,1,5
42485,1,1,1,1,1,5
42491,1,1,1,1,1,5
42682,1,1,1,1,1,5
42758,1,1,1,1,1,5
42768,1,1,1,1,1,5
42820,1,1,1,1,1,5
43003,1,1,1,1,1,5
43098,1,1,1,1,1,5
43176,1,1,1,1,1,5
43295,1,1,1,1,1,5
43355,1,1,1,1,1,5
43474,1,1,1,1,1,5
43732,1,1,1,1,1,5
43968,1,1,1,1,1,5
44185,1,1,1,1,1,5
44296,1,1,1,1,1,5
44445,1,1,1,1,1,5
44520,1,1,1,1,1,5
44557,1,1,1,1,1,5
44730,1,1,1,1,1,5
44762,1,1,1,1,1,5
44785,1,1,1,1,1,5
44915,1,1,1,1,1,5
44920,1,1,1,1,1,5
44923,1,1,1,1,1,5
44926,1,1,1,1,1,5
44975,1,1,1,1,1,5
44976,1,1,1,1,1,5
45081,1,1,1,1,1,5
45296,1,1,1,1,1,5
45373,1,1,1,1,1,5
45409,1,1,1,1,1,5
45571,1,1,1,1,1,5
45783,1,1,1,1,1,5
45863,1,1,1,1,1,5
45892,1,1,1,1,1,5
45980,1,1,1,1,1,5
46020,1,1,1,1,1,5
46081,1,1,1,1,1,5
46195,1,1,1,1,1,5
46217,1,1,1,1,1,5
46345,1,1,1,1,1,5
46372,1,1,1,1,1,5
46633,1,1,1,1,1,5
46662,1,1,1,1,1,5
46700,1,1,1,1,1,5
46720,1,1,1,1,1,5
46726,1,1,1,1,1,5
46727,1,1,1,1,1,5
46756,1,1,1,1,1,5
46760,1,1,1,1,1,5
46761,1,1,1,1,1,5
46765,1,1,1,1,1,5
46774,1,1,1,1,1,5
46807,1,1,1,1,1,5
46837,1,1,1,1,1,5
46883,1,1,1,1,1,5
46887,1,1,1,1,1,5
46890,1,1,1,1,1,5
46895,1,1,1,1,1,5
46923,1,1,1,1,1,5
46969,1,1,1,1,1,5
47016,1,1,1,1,1,5
47357,1,1,1,1,1,5
47381,1,1,1,1,1,5
47426,1,1,1,1,1,5
47499,1,1,1,1,1,5
47519,1,1,1,1,1,5
47622,1,1,1,1,1,5
47778,1,1,1,1,1,5
47779,1,1,1,1,1,5
47811,1,1,1,1,1,5
47871,1,1,1,1,1,5
47885,1,1,1,1,1,5
47916,1,1,1,1,1,5
47923,1,1,1,1,1,5
47989,1,1,1,1,1,5
48003,1,1,1,1,1,5
48030,1,1,1,1,1,5
48107,1,1,1,1,1,5
48120,1,1,1,1,1,5
48123,1,1,1,1,1,5
48138,1,1,1,1,1,5
48140,1,1,1,1,1,5
48235,1,1,1,1,1,5
48343,1,1,1,1,1,5
48398,1,1,1,1,1,5
48545,1,1,1,1,1,5
48559,1,1,1,1,1,5
48574,1,1,1,1,1,5
48605,1,1,1,1,1,5
48708,1,1,1,1,1,5
48775,1,1,1,1,1,5
48819,1,1,1,1,1,5
48841,1,1,1,1,1,5
48863,1,1,1,1,1,5
49115,1,1,1,1,1,5
49138,1,1,1,1,1,5
49470,1,1,1,1,1,5
49475,1,1,1,1,1,5
49575,1,1,1,1,1,5
49603,1,1,1,1,1,5
49631,1,1,1,1,1,5
49637,1,1,1,1,1,5
49666,1,1,1,1,1,5
49668,1,1,1,1,1,5
49696,1,1,1,1,1,5
49706,1,1,1,1,1,5
49713,1,1,1,1,1,5
49826,1,1,1,1,1,5
49882,1,1,1,1,1,5
49957,1,1,1,1,1,5
50047,1,1,1,1,1,5
50048,1,1,1,1,1,5
50059,1,1,1,1,1,5
50081,1,1,1,1,1,5
50113,1,1,1,1,1,5
50114,1,1,1,1,1,5
50144,1,1,1,1,1,5
50202,1,1,1,1,1,5
50211,1,1,1,1,1,5
50229,1,1,1,1,1,5
50323,1,1,1,1,1,5
50334,1,1,1,1,1,5
50342,1,1,1,1,1,5
50385,1,1,1,1,1,5
50453,1,1,1,1,1,5
50454,1,1,1,1,1,5
50526,1,1,1,1,1,5
50556,1,1,1,1,1,5
50594,1,1,1,1,1,5
50699,1,1,1,1,1,5
50728,1,1,1,1,1,5
50729,1,1,1,1,1,5
50744,1,1,1,1,1,5
50795,1,1,1,1,1,5
50803,1,1,1,1,1,5
50804,1,1,1,1,1,5
50807,1,1,1,1,1,5
50816,1,1,1,1,1,5
50818,1,1,1,1,1,5
50825,1,1,1,1,1,5
50826,1,1,1,1,1,5
50834,1,1,1,1,1,5
50845,1,1,1,1,1,5
50853,1,1,1,1,1,5
50858,1,1,1,1,1,5
50860,1,1,1,1,1,5
50862,1,1,1,1,1,5
50924,1,1,1,1,1,5
50929,1,1,1,1,1,5
50978,1,1,1,1,1,5
50983,1,1,1,1,1,5
50985,1,1,1,1,1,5
50995,1,1,1,1,1,5
51026,1,1,1,1,1,5
51100,1,1,1,1,1,5
51132,1,1,1,1,1,5
51142,1,1,1,1,1,5
51143,1,1,1,1,1,5
51146,1,1,1,1,1,5
51160,1,1,1,1,1,5
51163,1,1,1,1,1,5
51240,1,1,1,1,1,5
51247,1,1,1,1,1,5
51286,1,1,1,1,1,5
51338,1,1,1,1,1,5
51356,1,1,1,1,1,5
51363,1,1,1,1,1,5
51367,1,1,1,1,1,5
51402,1,1,1,1,1,5
51456,1,1,1,1,1,5
51504,1,1,1,1,1,5
51602,1,1,1,1,1,5
51686,1,1,1,1,1,5
51739,1,1,1,1,1,5
51759,1,1,1,1,1,5
51871,1,1,1,1,1,5
51903,1,1,1,1,1,5
51905,1,1,1,1,1,5
51917,1,1,1,1,1,5
51927,1,1,1,1,1,5
51937,1,1,1,1,1,5
51953,1,1,1,1,1,5
51988,1,1,1,1,1,5
51992,1,1,1,1,1,5
51993,1,1,1,1,1,5
52071,1,1,1,1,1,5
52101,1,1,1,1,1,5
52107,1,1,1,1,1,5
52169,1,1,1,1,1,5
52200,1,1,1,1,1,5
52221,1,1,1,1,1,5
52250,1,1,1,1,1,5
52254,1,1,1,1,1,5
52255,1,1,1,1,1,5
52282,1,1,1,1,1,5
52293,1,1,1,1,1,5
52306,1,1,1,1,1,5
52313,1,1,1,1,1,5
52334,1,1,1,1,1,5
52448,1,1,1,1,1,5
52518,1,1,1,1,1,5
52529,1,1,1,1,1,5
52593,1,1,1,1,1,5
52641,1,1,1,1,1,5
52661,1,1,1,1,1,5
52753,1,1,1,1,1,5
52853,1,1,1,1,1,5
53079,1,1,1,1,1,5
53091,1,1,1,1,1,5
53095,1,1,1,1,1,5
53193,1,1,1,1,1,5
53222,1,1,1,1,1,5
53226,1,1,1,1,1,5
53231,1,1,1,1,1,5
53232,1,1,1,1,1,5
53309,1,1,1,1,1,5
53311,1,1,1,1,1,5
53314,1,1,1,1,1,5
53325,1,1,1,1,1,5
53348,1,1,1,1,1,5
53369,1,1,1,1,1,5
53383,1,1,1,1,1,5
53423,1,1,1,1,1,5
53424,1,1,1,1,1,5
53425,1,1,1,1,1,5
53426,1,1,1,1,1,5
53431,1,1,1,1,1,5
53514,1,1,1,1,1,5
53578,1,1,1,1,1,5
53581,1,1,1,1,1,5
53590,1,1,1,1,1,5
53656,1,1,1,1,1,5
55370,1,1,1,1,1,5
55374,1,1,1,1,1,5
55395,1,1,1,1,1,5
55461,1,1,1,1,1,5
55466,1,1,1,1,1,5
57586,1,1,1,1,1,5
57694,1,1,1,1,1,5
57704,1,1,1,1,1,5
57917,1,1,1,1,1,5
57925,1,1,1,1,1,5
57986,1,1,1,1,1,5
58007,1,1,1,1,1,5
58065,1,1,1,1,1,5
58187,1,1,1,1,1,5
58389,1,1,1,1,1,5
58944,1,1,1,1,1,5
59062,1,1,1,1,1,5
59266,1,1,1,1,1,5
59424,1,1,1,1,1,5
59698,1,1,1,1,1,5
59717,1,1,1,1,1,5
59721,1,1,1,1,1,5
59751,1,1,1,1,1,5
59809,1,1,1,1,1,5
59810,1,1,1,1,1,5
60027,1,1,1,1,1,5
60029,1,1,1,1,1,5
60034,1,1,1,1,1,5
60124,1,1,1,1,1,5
60160,1,1,1,1,1,5
60240,1,1,1,1,1,5
60242,1,1,1,1,1,5
60248,1,1,1,1,1,5
60411,1,1,1,1,1,5
60479,1,1,1,1,1,5
60506,1,1,1,1,1,5
60648,1,1,1,1,1,5
60684,1,1,1,1,1,5
60737,1,1,1,1,1,5
60743,1,1,1,1,1,5
60766,1,1,1,1,1,5
60804,1,1,1,1,1,5
60819,1,1,1,1,1,5
60926,1,1,1,1,1,5
60987,1,1,1,1,1,5
61007,1,1,1,1,1,5
61050,1,1,1,1,1,5
61120,1,1,1,1,1,5
61266,1,1,1,1,1,5
61297,1,1,1,1,1,5
61304,1,1,1,1,1,5
61308,1,1,1,1,1,5
61398,1,1,1,1,1,5
61409,1,1,1,1,1,5
61433,1,1,1,1,1,5
61446,1,1,1,1,1,5
61466,1,1,1,1,1,5
61469,1,1,1,1,1,5
61474,1,1,1,1,1,5
61500,1,1,1,1,1,5
61538,1,1,1,1,1,5
61642,1,1,1,1,1,5
61777,1,1,1,1,1,5
61995,1,1,1,1,1,5
62643,1,1,1,1,1,5
62733,1,1,1,1,1,5
62801,1,1,1,1,1,5
62843,1,1,1,1,1,5
62947,1,1,1,1,1,5
62964,1,1,1,1,1,5
62965,1,1,1,1,1,5
63005,1,1,1,1,1,5
63036,1,1,1,1,1,5
63038,1,1,1,1,1,5
63339,1,1,1,1,1,5
63534,1,1,1,1,1,5
63607,1,1,1,1,1,5
63611,1,1,1,1,1,5
63637,1,1,1,1,1,5
63739,1,1,1,1,1,5
63885,1,1,1,1,1,5
63895,1,1,1,1,1,5
63930,1,1,1,1,1,5
64276,1,1,1,1,1,5
64360,1,1,1,1,1,5
64393,1,1,1,1,1,5
64457,1,1,1,1,1,5
64482,1,1,1,1,1,5
64547,1,1,1,1,1,5
64583,1,1,1,1,1,5
64641,1,1,1,1,1,5
64645,1,1,1,1,1,5
64709,1,1,1,1,1,5
64744,1,1,1,1,1,5
64816,1,1,1,1,1,5
65442,1,1,1,1,1,5
65923,1,1,1,1,1,5
66777,1,1,1,1,1,5
66910,1,1,1,1,1,5
67011,1,1,1,1,1,5
67197,1,1,1,1,1,5
67568,1,1,1,1,1,5
67570,1,1,1,1,1,5
68271,1,1,1,1,1,5
68305,1,1,1,1,1,5
68318,1,1,1,1,1,5
68452,1,1,1,1,1,5
68745,1,1,1,1,1,5
69097,1,1,1,1,1,5
69118,1,1,1,1,1,5
69499,1,1,1,1,1,5
69998,1,1,1,1,1,5
70549,1,1,1,1,1,5
71219,1,1,1,1,1,5
71464,1,1,1,1,1,5
71466,1,1,1,1,1,5
71559,1,1,1,1,1,5
71939,1,1,1,1,1,5
72314,1,1,1,1,1,5
72329,1,1,1,1,1,5
72449,1,1,1,1,1,5
72544,1,1,1,1,1,5
72652,1,1,1,1,1,5
72813,1,1,1,1,1,5
73702,1,1,1,1,1,5
74027,1,1,1,1,1,5
74517,1,1,1,1,1,5
74926,1,1,1,1,1,5
74956,1,1,1,1,1,5
74978,1,1,1,1,1,5
75092,1,1,1,1,1,5
75095,1,1,1,1,1,5
75193,1,1,1,1,1,5
75198,1,1,1,1,1,5
75275,1,1,1,1,1,5
75286,1,1,1,1,1,5
75308,1,1,1,1,1,5
75331,1,1,1,1,1,5
75377,1,1,1,1,1,5
75422,1,1,1,1,1,5
75769,1,1,1,1,1,5
75873,1,1,1,1,1,5
75896,1,1,1,1,1,5
76023,1,1,1,1,1,5
76600,1,1,1,1,1,5
77635,1,1,1,1,1,5
78360,1,1,1,1,1,5
78373,1,1,1,1,1,5
78420,1,1,1,1,1,5
78757,1,1,1,1,1,5
78897,1,1,1,1,1,5
78903,1,1,1,1,1,5
79402,1,1,1,1,1,5
79986,1,1,1,1,1,5
80180,1,1,1,1,1,5
80238,1,1,1,1,1,5
80291,1,1,1,1,1,5
80432,1,1,1,1,1,5
80630,1,1,1,1,1,5
80760,1,1,1,1,1,5
80824,1,1,1,1,1,5
80878,1,1,1,1,1,5
81091,1,1,1,1,1,5
81482,1,1,1,1,1,5
81596,1,1,1,1,1,5
81810,1,1,1,1,1,5
81862,1,1,1,1,1,5
82217,1,1,1,1,1,5
82280,1,1,1,1,1,5
82283,1,1,1,1,1,5
82311,1,1,1,1,1,5
82411,1,1,1,1,1,5
82415,1,1,1,1,1,5
82567,1,1,1,1,1,5
82661,1,1,1,1,1,5
82976,1,1,1,1,1,5
83067,1,1,1,1,1,5
83766,1,1,1,1,1,5
83970,1,1,1,1,1,5
84292,1,1,1,1,1,5
84879,1,1,1,1,1,5
85146,1,1,1,1,1,5
85248,1,1,1,1,1,5
85282,1,1,1,1,1,5
85318,1,1,1,1,1,5
85361,1,1,1,1,1,5
86267,1,1,1,1,1,5
86374,1,1,1,1,1,5
86644,1,1,1,1,1,5
87211,1,1,1,1,1,5
87631,1,1,1,1,1,5
87709,1,1,1,1,1,5
87711,1,1,1,1,1,5
88061,1,1,1,1,1,5
88173,1,1,1,1,1,5
88263,1,1,1,1,1,5
88458,1,1,1,1,1,5
89474,1,1,1,1,1,5
89638,1,1,1,1,1,5
89828,1,1,1,1,1,5
90138,1,1,1,1,1,5
90518,1,1,1,1,1,5
91007,1,1,1,1,1,5
91222,1,1,1,1,1,5
92029,1,1,1,1,1,5
92386,1,1,1,1,1,5
93874,1,1,1,1,1,5
100241,1,1,1,1,1,5
100246,1,1,1,1,1,5
102265,1,1,1,1,1,5
102484,1,1,1,1,1,5
105598,1,1,1,1,1,5
112218,1,1,1,1,1,5
114307,1,1,1,1,1,5
114785,1,1,1,1,1,5
116736,1,1,1,1,1,5
119486,1,1,1,1,1,5
119915,1,1,1,1,1,5
131412,1,1,1,1,1,5
131444,1,1,1,1,1,5
131527,1,1,1,1,1,5
131839,1,1,1,1,1,5
132168,1,1,1,1,1,5
132339,1,1,1,1,1,5
132554,1,1,1,1,1,5
132844,1,1,1,1,1,5
132943,1,1,1,1,1,5
132952,1,1,1,1,1,5
133148,1,1,1,1,1,5
133246,1,1,1,1,1,5
133337,1,1,1,1,1,5
133341,1,1,1,1,1,5
133349,1,1,1,1,1,5
133353,1,1,1,1,1,5
133626,1,1,1,1,1,5
134045,1,1,1,1,1,5
134180,1,1,1,1,1,5
134207,1,1,1,1,1,5
134538,1,1,1,1,1,5
135507,1,1,1,1,1,5
136008,1,1,1,1,1,5
136461,1,1,1,1,1,5
137298,1,1,1,1,1,5
137362,1,1,1,1,1,5
137432,1,1,1,1,1,5
137550,1,1,1,1,1,5
137674,1,1,1,1,1,5
138366,1,1,1,1,1,5
138465,1,1,1,1,1,5
139553,1,1,1,1,1,5
140066,1,1,1,1,1,5
140748,1,1,1,1,1,5
141332,1,1,1,1,1,5
141477,1,1,1,1,1,5
142486,1,1,1,1,1,5
142958,1,1,1,1,1,5
144347,1,1,1,1,1,5
145177,1,1,1,1,1,5
145906,1,1,1,1,1,5
145994,1,1,1,1,1,5
152189,1,1,1,1,1,5
155897,1,1,1,1,1,5
156073,1,1,1,1,1,5
156467,1,1,1,1,1,5
156492,1,1,1,1,1,5
156543,1,1,1,1,1,5
157615,1,1,1,1,1,5
157676,1,1,1,1,1,5
160246,1,1,1,1,1,5
165197,1,1,1,1,1,5
165228,1,1,1,1,1,5
165393,1,1,1,1,1,5
165492,1,1,1,1,1,5
165686,1,1,1,1,1,5
165714,1,1,1,1,1,5
166478,1,1,1,1,1,5
166589,1,1,1,1,1,5
166795,1,1,1,1,1,5
166856,1,1,1,1,1,5
166890,1,1,1,1,1,5
166892,1,1,1,1,1,5
166966,1,1,1,1,1,5
167559,1,1,1,1,1,5
167751,1,1,1,1,1,5
169056,1,1,1,1,1,5
169694,1,1,1,1,1,5
169744,1,1,1,1,1,5
171840,1,1,1,1,1,5
172062,1,1,1,1,1,5
172071,1,1,1,1,1,5
172870,1,1,1,1,1,5
173256,1,1,1,1,1,5
173293,1,1,1,1,1,5
173570,1,1,1,1,1,5
173581,1,1,1,1,1,5
173584,1,1,1,1,1,5
173639,1,1,1,1,1,5
173834,1,1,1,1,1,5
173862,1,1,1,1,1,5
174028,1,1,1,1,1,5
174315,1,1,1,1,1,5
174325,1,1,1,1,1,5
174330,1,1,1,1,1,5
174373,1,1,1,1,1,5
175594,1,1,1,1,1,5
175901,1,1,1,1,1,5
176045,1,1,1,1,1,5
176123,1,1,1,1,1,5
176633,1,1,1,1,1,5
176783,1,1,1,1,1,5
176795,1,1,1,1,1,5
176799,1,1,1,1,1,5
176838,1,1,1,1,1,5
177651,1,1,1,1,1,5
177854,1,1,1,1,1,5
179736,1,1,1,1,1,5
180329,1,1,1,1,1,5
180548,1,1,1,1,1,5
180653,1,1,1,1,1,5
181465,1,1,1,1,1,5
181804,1,1,1,1,1,5
181970,1,1,1,1,1,5
182294,1,1,1,1,1,5
182394,1,1,1,1,1,5
183411,1,1,1,1,1,5
183899,1,1,1,1,1,5
183916,1,1,1,1,1,5
184087,1,1,1,1,1,5
184957,1,1,1,1,1,5
186000,1,1,1,1,1,5
187210,1,1,1,1,1,5
188031,1,1,1,1,1,5
188256,1,1,1,1,1,5
188938,1,1,1,1,1,5
189271,1,1,1,1,1,5
189337,1,1,1,1,1,5
189428,1,1,1,1,1,5
189560,1,1,1,1,1,5
190128,1,1,1,1,1,5
191017,1,1,1,1,1,5
191088,1,1,1,1,1,5
191101,1,1,1,1,1,5
191847,1,1,1,1,1,5
192414,1,1,1,1,1,5
192740,1,1,1,1,1,5
194386,1,1,1,1,1,5
194780,1,1,1,1,1,5
194867,1,1,1,1,1,5
195100,1,1,1,1,1,5
195280,1,1,1,1,1,5
204928,1,1,1,1,1,5
326268,1,1,1,1,1,5
421707,1,1,1,1,1,5
425902,1,1,1,1,1,5
479072,1,1,1,1,1,5
589779,1,1,1,1,1,5
600103,1,1,1,1,1,5
608828,1,1,1,1,1,5
