33839	23442966
46887	23442966
5417	23442966
26712	23442966
30089	23442966
17716	23442966
17716	23442966
182294	23442966
4528	23442966
182294	23442966
30212	23442966
16646	23442966
23639	23442966
47426	27009517
15377	21920321
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3223	38638949
3224	38638949
28790	38638949
15841	38638949
25838	38638949
3224	38638949
3224	38638949
26712	38638949
131527	38638949
15377	38638949
3223	38638949
15377	38638949
46727	38638949
133349	38638949
15377	38638949
49637	38638949
25838	38638949
33839	38638949
53314	38638949
53314	38638949
53590	38638949
5855	38638949
10033	38638949
44445	38638949
28544	38638949
49637	38638949
49637	38638949
33709	38638949
32988	38638949
16670	38638949
32988	38638949
32988	38638949
32988	38638949
32988	38638949
51160	38638949
32988	38638949
32988	38638949
51160	38638949
49637	38638949
3223	38638949
25838	38638949
9123	38638949
3219	38638949
3112	38638949
5613	38638949
3756	38638949
10033	38638949
28544	38638949
5855	38638949
3223	38638949
3223	38638949
3223	38638949
8499	38638949
4551	38638949
10033	38638949
30413	40890566
7754	40890566
33697	40890566
16991	40890566
23456	40890566
30413	40890566
65923	40890566
30618	40890566
133349	40890566
28938	40890566
30089	40890566
15377	40890566
65923	40890566
18070	40890566
28938	40890566
30089	40890566
28938	40890566
30089	40890566
65923	40890566
65923	40890566
18070	40890566
16991	40890566
133349	40890566
33697	40890566
6076	38325737
133349	38325737
72544	36308942
72544	36308942
24043	36308942
28802	36308942
48039	36308942
24400	36308942
72544	36308942
28527	36308942
15864	36308942
28230	36308942
28499	36308942
72544	36308942
28230	36308942
28527	36308942
72544	36308942
72544	36308942
61668	36308942
25540	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
37527	40240434
5870	40240434
5870	40240434
25705	40240434
25705	40240434
25705	40240434
25540	40240434
15377	40240434
25705	40240434
25540	40240434
25705	40240434
5870	40240434
39163	40240434
39171	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
25540	40240434
25705	40240434
25705	40240434
180996	40240434
51853	40240434
25705	40240434
15377	40240434
25540	40240434
27017	40240434
39163	40240434
39185	40240434
39185	40240434
39185	40240434
39178	40240434
39185	40240434
39185	40240434
39178	40240434
5870	40240434
39163	40240434
25705	40240434
15377	40240434
25705	40240434
39175	40240434
174486	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
25540	40240434
37868	40240434
15377	40240434
37868	40240434
15377	40240434
25705	40240434
25705	40240434
25705	40240434
25705	40240434
15377	40240434
39163	40240434
39183	40240434
5870	40240434
39171	40240434
39175	40240434
39178	40240434
194179	40240434
39183	40240434
5870	40240434
39175	40240434
39185	40240434
39163	40240434
29191	40240434
5870	40240434
29191	40240434
5870	40240434
140435	40240434
194179	40240434
39185	40240434
39163	40240434
38472	40240434
15767	40240434
30751	40240434
28938	40240434
30089	40240434
15377	40240434
28304	40240434
38472	40240434
17097	40240434
30751	40240434
28938	40240434
30089	40240434
30751	40240434
28938	40240434
30089	40240434
17790	40240434
25540	40240434
39163	40240434
39185	40240434
37868	40240434
15377	40240434
25540	40240434
25540	40240434
25705	40240434
39185	40240434
39175	40240434
39175	40240434
180996	40240434
5870	40240434
39185	40240434
39183	40240434
39171	40240434
25540	40240434
39171	40240434
39185	40240434
39178	40240434
39183	40240434
5870	40240434
5870	40240434
180996	40240434
5870	40240434
5870	40240434
39163	40240434
39163	40240434
6032	40240434
39163	40240434
39185	40240434
25705	40240434
39185	40240434
193067	40240434
39178	40240434
39178	40240434
39178	40240434
39178	40240434
39171	40240434
6032	40240434
15428	40240434
25540	40240434
39175	40240434
39175	40240434
180996	40240434
39183	40240434
39183	40240434
25705	40240434
25705	40240434
25705	40240434
27369	40240434
25705	40240434
33709	40240434
25705	40240434
25705	40240434
5870	40240434
33641	40240434
39175	40240434
15377	40240434
5870	40240434
15377	40240434
25705	40240434
49637	40240434
25540	40240434
160246	40240434
37941	40240434
64356	40240434
15347	40240434
17790	40240434
16236	40240434
15377	40240434
15377	40240434
37868	40240434
15377	40240434
37868	40240434
15377	40240434
37868	40240434
37868	40240434
15377	40240434
37868	40240434
15377	40240434
18059	40240434
15377	40240434
15377	40240434
16670	40240434
25705	40240434
25705	40240434
39175	40240434
39178	40240434
39163	40240434
5870	40240434
39171	40240434
39183	40240434
39185	40240434
25705	40240434
5870	40240434
5870	40240434
5870	40240434
25705	40240434
39171	40240434
39163	40240434
5870	40240434
39175	40240434
39183	40240434
39185	40240434
39178	40240434
25705	40240434
5870	40240434
39163	40240434
25705	40240434
5870	40240434
16199	40240434
5870	40240434
5870	40240434
16199	40240434
10033	40240434
15940	40240434
15940	40240434
15940	40240434
17996	40240434
15940	40240434
15940	40240434
144528	40240434
15940	40240434
24374	40240434
22985	40240434
5870	40240434
33641	40240434
5870	40240434
33641	40240434
5870	40240434
5870	40240434
33641	40240434
53094	40240434
14434	40240434
5870	40240434
33641	40240434
5870	40240434
5870	40240434
33641	40240434
5870	40240434
5870	40240434
33641	40240434
5870	40240434
27017	40240434
39163	40240434
27017	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
39163	40240434
15377	40240434
39163	40240434
39163	40240434
152189	40240434
39163	40240434
39163	40240434
39163	40240434
25540	40240434
5870	40240434
39163	40240434
15940	40240434
25705	40240434
39185	40240434
25705	40240434
25705	40240434
33521	34687708
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
180653	PMC10671224
170007	PMC10671224
45409	PMC10671224
180653	PMC10671224
17188	PMC10671224
18254	PMC10671224
26203	PMC10671224
170007	PMC10671224
45409	PMC10671224
170007	PMC10671224
180653	PMC10671224
180653	PMC10671224
49637	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
49637	PMC10671224
24866	PMC10671224
6078	PMC10671224
6078	PMC10671224
26908	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
25838	PMC10671224
25838	PMC10671224
6078	PMC10671224
15347	PMC10671224
6078	PMC10671224
15347	PMC10671224
15377	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
15347	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
28619	PMC10671224
28619	PMC10671224
156543	PMC10671224
28619	PMC10671224
28619	PMC10671224
17754	PMC10671224
156543	PMC10671224
82411	PMC10671224
17790	PMC10671224
15366	PMC10671224
15377	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
53656	PMC10671224
82411	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
25838	PMC10671224
25838	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
180653	PMC10671224
6078	PMC10671224
6078	PMC10671224
6078	PMC10671224
15841	41476526
25838	41476526
167559	41476526
22653	41476526
78540	41476526
9513	41476526
71559	41476526
9513	41476526
38817	41476526
