PublicationID	PublicationYear
29882937	2018
39482529	2024
34443969	2021
29228983	2017
35545703	2022
40538199	2025
36086898	2023
28575050	2017
36701425	2023
34566665	2021
38285932	2024
31170247	2019
39985130	2025
34774862	2021
38828157	2024
36528064	2023
37651426	2023
36762857	2023
34576184	2021
39094579	2024
28717148	2017
26636440	2015
32396160	2020
39591904	2024
37366997	2023
36146831	2022
38828145	2024
37166011	2023
36084746	2022
35227073	2022
36153364	2022
37965342	2023
37192192	2023
35403431	2022
32839442	2020
37288324	2023
28287509	2017
35137196	2022
28280245	2017
33777934	2021
38112468	2024
40897282	2025
34728738	2021
31627265	2019
39027249	2024
32753678	2020
32824881	2020
38149276	2023
40153462	2025
32244346	2020
35873580	2022
31319551	2019
35760703	2022
38104184	2023
34197876	2021
34921141	2021
37251411	2023
28125045	2017
28747434	2017
PPR632280	2023
34727262	2021
37090428	2023
39206821	2024
30763622	2019
35755276	2022
28400484	2017
28968499	2017
35955604	2022
30894413	2019
35689424	2022
38033733	2023
PPR226091	2020
39857596	2024
29261728	2017
33047409	2020
31555252	2019
39599890	2024
32425936	2020
30355958	2018
35313337	2022
37729215	2023
26521981	2016
33923909	2021
29437149	2018
37823645	2023
33353972	2020
36659986	2022
35900183	2022
32953162	2020
31700025	2019
PPR335878	2021
32156064	2020
34799678	2021
28345289	2017
30142169	2018
33193881	2020
30274157	2018
34209186	2021
32435243	2020
32321830	2020
38236046	2024
38041163	2023
38454605	2024
31719171	2019
29156626	2017
37460146	2023
40652547	2025
36042291	2023
38451295	2024
34604457	2021
37396255	2023
37262021	2023
31646036	2019
33138051	2020
30728818	2018
33761394	2021
36235052	2022
38948057	2024
31572348	2019
29315611	2018
36770653	2023
37429870	2023
29447234	2018
40979187	2025
30283299	2018
35247611	2022
38145833	2024
34540889	2021
29383361	2018
35494659	2022
36633272	2023
28376304	2017
36742360	2022
34035235	2021
31033289	2019
38664416	2024
35613320	2022
29316712	2018
31828182	2019
29584662	2018
37042205	2023
34237284	2021
29348620	2018
38385442	2024
37442828	2023
36148231	2022
35313057	2022
38265424	2024
34499926	2021
32492018	2020
30639387	2019
31807236	2020
36052121	2022
39827292	2025
38533646	2024
35917476	2022
28972165	2017
32842724	2021
30012950	2018
37783727	2023
35239648	2022
34677626	2022
37468504	2023
35467978	2022
30463988	2019
39496501	2025
32990725	2020
28479601	2018
34966954	2021
28024998	2017
26292018	2015
36426238	2022
29670067	2018
30765720	2019
32683733	2020
29030430	2017
34426457	2021
32946175	2021
36229446	2022
30518413	2018
39085064	2024
38240457	2024
34452359	2021
37632009	2023
36499233	2022
35177602	2022
30616545	2019
35927235	2022
35273357	2022
34713573	2022
38368459	2024
38331430	2024
35738398	2022
33224429	2020
31906437	2020
36755049	2023
35227289	2022
PPR789123	2024
28935764	2017
36070615	2022
34515347	2021
34230109	2021
30838197	2019
28276481	2017
31383795	2019
34158358	2021
36902040	2023
34368076	2021
32317661	2020
36683846	2022
37978368	2023
31544832	2019
31466086	2019
38632318	2024
33930020	2021
35216357	2022
27670790	2017
31758693	2020
33920991	2021
31430418	2020
34114594	2021
39695158	2024
36834827	2023
31040673	2019
36679407	2023
29322650	2018
31201062	2019
36932164	2023
35082148	2022
38375509	2024
36525925	2023
39369791	2024
36355538	2022
29626095	2018
PPR306314	2021
29695501	2018
38859585	2024
38107416	2023
39632799	2024
26368334	2015
29491144	2018
40055307	2025
30002427	2018
37849548	2023
26485271	2015
36761745	2023
28463043	2017
35622893	2022
PPR557458	2022
38338396	2024
36894743	2023
31072054	2019
32080226	2020
39376600	2024
PPR845806	2024
37969735	2023
33163336	2020
32837872	2020
34302489	2021
38349008	2024
36678722	2022
39498971	2024
36033923	2022
36622760	2023
35617879	2022
30674550	2019
35874946	2022
39339934	2024
28413372	2016
40433802	2025
35859167	2022
PPR159423	2020
37941133	2023
31013333	2019
40893378	2025
35778489	2023
36383954	2022
38998965	2024
35448260	2022
36090450	2021
28622976	2017
40718794	2025
37322068	2023
35169113	2022
31613878	2019
29233095	2017
33891944	2021
PPR684384	2023
36364331	2022
38336680	2024
35917815	2022
27472340	2016
33356170	2021
32072477	2020
39059371	2024
33228444	2020
38195612	2024
31003488	2019
32032504	2020
40560608	2025
38573861	2024
35628602	2022
PPR553058	2022
38012128	2023
38045695	2023
39908098	2025
34834161	2021
28808021	2017
34235477	2020
34947709	2021
40893681	2025
38424120	2024
35646522	2022
38444468	2024
34655614	2021
PMC10804243	2024
35761082	2022
27485813	2016
35990627	2022
35347133	2022
32702157	2020
32326186	2020
28839458	2017
31745227	2019
PPR375002	2021
40894900	2025
38939106	2024
PPR217789	2020
34734802	2021
32671946	2020
37719381	2023
30085373	2019
25712695	2015
38170638	2024
31636333	2019
33595296	2021
PPR602365	2022
37687259	2023
34232992	2021
30129399	2018
33506341	2021
34822608	2021
35682935	2022
35301432	2022
30792421	2019
35101980	2022
39926558	2025
28729648	2017
38898281	2024
26213979	2015
PPR338728	2021
35176290	2022
31798685	2019
34329335	2021
40274828	2025
29435416	2018
39366932	2024
36901737	2023
26873572	2016
37522322	2023
39087723	2024
35423271	2021
31171625	2019
39307422	2024
36343233	2022
30576379	2018
39054545	2024
35320275	2022
PMC12381728	2025-08-29
34435951	2021
27495870	2016
40332328	2025
29499943	2018
24375583	2014
37641404	2023
31451761	2019
37001147	2023
39697243	2025
40380217	2025
PPR474720	2022
31085586	2019
37802067	2023
25190091	2015
31899794	2020
39948340	2025
36102516	2022
36044993	2022
32636304	2020
27973422	2016
27734162	2017
37974959	2023
PPR521563	2022
35441046	2022
34698072	2021
37101566	2023
36199277	2022
32642409	2020
39038605	2024
34234994	2021
PPR425065	2021
40061208	2024
34192965	2021
29955873	2018
33397811	2021
28687884	2017
33928230	2020
28710276	2017
29375510	2017
35328351	2022
27173568	2016
27328612	2016
33704770	2021
36677740	2023
32228860	2020
37339194	2023
37739936	2023
38709934	2024
32047112	2020
33793031	2021
29937991	2018
34570650	2021
PPR175499	2020
24449454	2014
33266352	2020
33721246	2021
39525580	2024
36726762	2023
32913273	2020
34283224	2021
39425641	2024
36550321	2023
30329215	2019
27197693	2016
30038271	2018
24266418	2013
30698806	2019
34125535	2021
33142793	2020
37833406	2023
38152504	2023
35755282	2022
PPR661147	2023
34484869	2021
PPR505582	2022
39234811	2024
29661317	2018
36170362	2022
32187982	2020
33616097	2021
34096600	2021
33790888	2021
33057506	2020
41022836	2025
28881653	2017
30298002	2018
39494007	2024
39567831	2025
27473774	2016
32352272	2020
38375951	2024
33731468	2021
35493857	2020
33816905	2020
38689027	2025
37172730	2023
34386324	2021
28019676	2017
39745117	2025
37252343	2023
33214833	2020
32780746	2020
33881594	2021
35602963	2022
40411528	2025
26652315	2016
34759313	2021
27727183	2016
37671023	2023
26927197	2016
36202818	2022
33866583	2021
32710621	2020
31558782	2020
25599664	2015
32406921	2020
34301900	2021
30189851	2018
34230708	2021
36629268	2023
33533881	2021
27013338	2016
36999023	2023
30500985	2019
31980459	2020
35504921	2022
34383389	2021
30880264	2019
29237730	2018
38662671	2024
39932798	2025
27422671	2016
36566234	2022
PPR211792	2020
35652039	2022
27401412	2016
35657956	2022
31949205	2020
31101492	2019
38753770	2024
25538244	2015
33633304	2021
PPR793473	2024
32317282	2020
29340222	2017
35993818	2022
34389843	2021
36004308	2022
33684258	2021
31091334	2019
34230707	2021
29374167	2018
32467317	2020
27533458	2016
32365857	2020
PMC9334999	2022
31649846	2019
31427437	2019
40034859	2025
33649747	2021
34141065	2021
PPR182306	2020
38961245	2024
39681560	2024
33190426	2021
35281106	2022
37914719	2023
33422522	2021
35920558	2022
27593869	2016
30046057	2018
32179627	2020
31455019	2019
27739542	2016
30017564	2018
32085628	2020
27494523	2016
PPR545398	2022
31956340	2020
31181988	2019
38923049	2024
35682982	2022
27112452	2016
35790757	2022
38007690	2023
29030601	2017
38340640	2024
34976071	2021
34179075	2021
27067541	2016
25691069	2015
40369156	2025
35786874	2022
35894819	2022
27338340	2016
24915639	2014
26962873	2016
39141352	2024
30988762	2019
38322011	2023
29283194	2018
38548090	2024
29896599	2018
38532439	2024
34396059	2021
35294506	2022
31635932	2019
36445040	2022
27794518	2016
30130444	2018
29772712	2018
35281053	2022
32437351	2020
26100808	2015
29856130	2018
30050897	2018
35682540	2022
35711430	2022
40993395	2025
31569768	2019
37109494	2023
28983056	2017
PPR176179	2020
26917722	2016
39833304	2025
39478665	2024
33924933	2021
29562282	2018
36703453	2020
38550682	2024
39957993	2025
39237366	2024
32110802	2020
37705750	2023
33902106	2021
36437109	2023
41484101	2026
35805655	2022
PMC7219368	2020
27994103	2017
28973640	2017
30765716	2019
33790315	2021
33731362	2021
30765704	2019
30419818	2018
33288783	2020
38528922	2024
30297860	2018
35970386	2022
31942817	2020
25793408	2015
34619770	2022
41011657	2025
36418288	2022
28531146	2017
35763566	2022
37737124	2023
38219014	2024
30348128	2018
38632492	2024
34821753	2021
39622899	2024
PPR231398	2020
34819930	2021
32612531	2020
35304547	2022
35298903	2022
PPR474101	2022
36586405	2023
30052312	2018
27749918	2016
38032197	2023
33062162	2020
37128610	2023
29784838	2018
39066313	2024
37406165	2023
41476316	2025
34693133	2021
35347138	2022
32913128	2020
33256255	2020
34725211	2021
37439550	2023
35241687	2022
33396937	2020
34142050	2021
36555337	2022
38351061	2024
29795359	2018
29523691	2018
33355667	2021
35154144	2022
38565806	2024
37067909	2023
PMC11189570	2023
39196196	2024
34256255	2021
31745120	2019
28867795	2017
35632499	2022
32238802	2020
38099276	2023
31315662	2019
30777060	2019
30472117	2019
35079103	2022
39776856	2025
35851383	2022
PPR548341	2022
30976093	2019
29182552	2017
33002032	2020
30111763	2018
36202784	2022
31089365	2019
38891079	2024
37355687	2023
38770626	2024
28801460	2017
36357786	2022
38836810	2024
28592487	2017
33613547	2020
34931005	2021
40097405	2025
32167558	2020
33335217	2020
38238313	2024
28235411	2017
38852579	2024
33557379	2021
38068959	2023
28957416	2017
40910255	2025
38536914	2024
35327558	2022
32164213	2020
32546687	2020
40307251	2025
40756353	2025
33931897	2021
40298900	2025
36044897	2022
33539432	2021
31594997	2019
33376137	2021
32550998	2020
34141086	2021
28142198	2017
29253024	2017
36097006	2022
30703161	2019
PPR496810	2022
39309689	2024
30347726	2018
34505164	2022
34939405	2022
28498321	2017
39412695	2024
31776263	2019
31063493	2019
34851659	2021
34060817	2021
28993633	2017
37232876	2023
28522812	2017
34280951	2021
40302782	2025
32728028	2020
29092340	2016
30312318	2018
38206473	2024
36369505	2022
35359841	2022
38189237	2024
34834389	2021
31455634	2019
36290995	2022
30204750	2018
36325615	2022
35811725	2022
36580913	2023
36526696	2022
34322032	2021
34543109	2021
39762311	2025
32807968	2020
33659550	2020
36551910	2022
PPR466654	2022
40055736	2025
25771488	2015
33658349	2021
28430104	2017
37100770	2023
37101380	2023
28130417	2017
36961978	2023
33065543	2020
35598822	2022
32197571	2021
38589574	2024
36697615	2022
27499369	2016
32295901	2020
34291186	2021
PPR391002	2021
33964305	2021
34816098	2021
35495226	2020
34201172	2021
32987938	2020
33235538	2021
35968270	2022
PMC11151152	2024
31412626	2019
38333067	2024
36206404	2022
40189517	2025
30177739	2018
37770719	2023
40919130	2025
40642000	2025
39477939	2024
24857983	2014
38366083	2024
35562865	2022
35019574	2020
PPR277638	2021
30550367	2019
28209710	2017
28671821	2017
35799805	2022
40575132	2025
26918521	2016
29736301	2018
30126436	2018
28396838	2017
PMC12044442	2025
32144206	2020
38045053	2023
36761059	2023
34916658	2022
36400898	2023
PPR193008	2020
33851758	2021
38248769	2024
37080538	2023
31452509	2019
36614009	2022
36916912	2023
36177035	2022
35816699	2022
37097833	2023
32647013	2020
36329006	2022
PPR791929	2024
40152901	2025
31593433	2019
32294099	2020
31422747	2019
36428958	2022
33992645	2021
33675846	2021
29755460	2018
32518267	2020
28230794	2017
36980703	2023
28182405	2017
31776278	2020
35079041	2022
27616735	2017
33592734	2021
30067422	2018
30710193	2019
31544894	2018
29206141	2017
37686652	2023
30973679	2019
39859562	2025
36179689	2022
29945974	2018
34967833	2021
36203800	2022
31882544	2020
36801384	2024
35080426	2022
33081166	2020
37651538	2023
35780545	2022
40343261	2025
32554613	2020
30730999	2019
35184132	2022
39166458	2024
26740153	2016
31171716	2019
37405051	2023
39738003	2024
34387029	2021
PPR252795	2020
26152198	2015
38783333	2024
35706949	2022
28054640	2017
33949124	2021
PPR308676	2021
37189434	2023
32731418	2020
30037753	2018
35089308	2022
25789495	2015
35318423	2022
34665619	2022
34566977	2021
37100904	2023
36297655	2022
40156757	2025
34048779	2021
34867353	2021
38797955	2024
25229067	2014
34815498	2021
31777319	2020
29199990	2017
37217786	2023
35709296	2022
27889474	2017
34460338	2021
39085342	2024
PPR237489	2020
35150639	2022
24446376	2014
31367507	2019
28947101	2017
PPR377038	2021
PPR387200	2021
26781331	2016
27365221	2016
31413267	2019
35737298	2022
PPR429969	2021
34606614	2022
34552091	2021
35723342	2022
37622870	2023
31779513	2020
29587871	2018
40018054	2025
25855499	2015
40148674	2025
33074657	2020
34856802	2021
34207233	2021
29784860	2018
PPR441686	2022
35935964	2022
PPR376541	2021
PMC12137969	2025
27458731	2016
35389227	2022
35047892	2020
38336934	2024
36267907	2022
33033332	2020
34816106	2021
34568316	2021
35278433	2022
34435619	2021
PPR173490	2020
29040806	2018
32182250	2020
40849416	2025
36732659	2023
36409896	2022
29420662	2018
31805991	2019
34577034	2021
34069226	2021
40197389	2025
37537265	2023
25973844	2015
36077240	2022
39727890	2024
32774200	2020
32977599	2020
39231922	2024
34729311	2021
35752625	2022
40285637	2025
31081236	2019
36304483	2022
40710080	2025
37604832	2023
37586770	2023
36788124	2023
24561027	2014
35207518	2022
33197333	2021
35493098	2022
31332296	2020
30058229	2018
34910784	2021
35939683	2022
33683787	2021
32467316	2020
37264229	2023
33436903	2021
35197288	2022
34032412	2021
33495714	2021
36358660	2022
35740983	2022
36777924	2023
35103723	2022
33515807	2021
31348785	2019
35056098	2021
25999161	2015
33637878	2021
39399660	2024
33525578	2021
40489625	2025
27715478	2016
31074269	2019
39467056	2024
25630976	2015
34630120	2021
33478164	2021
41181117	2025
31700036	2019
28468887	2017
27994766	2016
31052149	2019
37470320	2024
34205013	2021
PPR215806	2020
PPR231554	2020
26916998	2016
32934769	2020
38052779	2023
34375715	2021
35352878	2022
29229779	2018
33920014	2021
28620377	2017
30189644	2018
35020452	2022
39018397	2024
32027361	2020
29178343	2018
30104245	2018
35351875	2022
31877825	2019
27497639	2016
39289580	2024
36983085	2023
30169869	2018
32203491	2020
30232190	2018
36801616	2023
25536073	2015
37894491	2023
35275729	2022
31544886	2018
26798994	2016
37762620	2023
28442575	2017
34696351	2021
31395659	2019
32183067	2020
24813908	2014
38843544	2024
33738065	2021
31782893	2020
33953265	2021
25441416	2015
30190281	2018
30629404	2019
33855284	2021
27131382	2016
37638057	2023
29881350	2018
32435424	2020
28758361	2017
36341688	2022
36714956	2023
32722255	2020
31692473	2019
36792574	2023
23858030	2013
35304099	2022
35408910	2022
37211046	2023
36639734	2023
33806887	2021
29443515	2018
32414194	2020
37063808	2023
37421949	2023
36289568	2022
29562886	2018
34452246	2021
39329797	2024
36746957	2023
36671891	2022
38396917	2024
25588710	2015
34068666	2021
38571813	2024
37353600	2023
31234432	2019
37047338	2023
36768218	2023
35238654	2022
PMC10806162	2023
27709766	2016
35768504	2022
40109505	2025
34579739	2021
26407821	2016
24991731	2014
29267242	2017
39272901	2024
31796629	2020
26984378	2016
33759207	2022
40063733	2025
PPR702630	2023
28199387	2017
34550550	2022
29685986	2018
33852996	2021
PPR156135	2020
34750399	2021
29944882	2018
32499371	2020
34513118	2021
32184441	2020
29101359	2017
35771946	2022
35414267	2022
29459673	2018
39367065	2024
31855104	2020
24080257	2014
25975642	2015
36519268	2023
37047475	2023
26555855	2015
29866153	2018
32528281	2020
35913427	2022
PPR315508	2021
37176074	2023
31633908	2019
32198364	2020
32963940	2020
25728983	2015
30679627	2019
27543033	2016
35011681	2021
30804917	2019
36854010	2023
30598510	2019
35211511	2022
37345226	2023
34722988	2021
28659595	2017
33812994	2021
35460633	2022
34438443	2021
34960695	2021
32816088	2021
38701786	2024
38383515	2024
39748851	2024
37866628	2023
34960439	2021
37063859	2023
38479359	2024
PMC7151883	2015
25117236	2014
34316015	2021
36385939	2022
33514686	2021
36856747	2023
30044812	2018
31167508	2019
36063994	2022
36008940	2022
32498020	2020
34830000	2021
36112575	2022
35247389	2022
33488826	2021
35606349	2022
36679358	2023
38987287	2024
28720847	2017
31253937	2020
28928083	2018
36290935	2022
29426977	2018
31040350	2019
35581222	2022
32478218	2020
24520903	2014
35663966	2022
36156831	2022
35222445	2022
32326443	2020
32235318	2020
28185909	2017
25147059	2015
27303895	2016
30385510	2018
35457257	2022
36250426	2022
39960386	2025
38249540	2024
37891435	2023
37243242	2023
33670077	2021
33288780	2020
34512662	2021
36188189	2022
34379382	2021
32694521	2020
32690595	2020
38318109	2024
PPR159443	2020
33315937	2020
39052065	2024
38321026	2024
31873221	2020
31308176	2019
33335073	2021
37156765	2023
37162556	2023
36791206	2023
37635626	2023
40382610	2025
37100783	2023
25658697	2015
31354305	2019
34138253	2020
28570782	2017
33753170	2021
33512005	2021
36703993	2022
32363136	2020
26886845	2016
26655500	2016
31515268	2019
25513962	2015
PPR350071	2021
35699567	2022
36275764	2022
38469305	2024
34732330	2022
24921659	2014
35528682	2019
35050643	2022
33344922	2020
34944495	2021
35772405	2022
PPR212643	2020
36293051	2022
26285122	2015
PPR576738	2022
30644956	2019
35247355	2022
31150404	2019
38033141	2023
33686143	2021
34301293	2021
36029110	2022
26100207	2015
36290442	2022
32053989	2020
35514635	2019
34207911	2021
31492754	2019
33844535	2021
30690074	2019
34168071	2021
25713405	2015
29974647	2018
32419578	2020
24813997	2014
32104500	2020
25713406	2015
31306469	2019
35917925	2022
32963004	2020
30622139	2019
36465535	2022
30807185	2019
25837771	2015
40700455	2025
36976643	2023
32637597	2020
26098764	2015
35293276	2022
34581598	2021
34197737	2021
34827607	2021
25921066	2015
36883182	2022
28106805	2017
33904380	2021
26872970	2016
33445619	2021
32597951	2020
33015038	2020
39164758	2024
37526354	2023
36364261	2022
26284424	2015
32444793	2020
32172658	2020
35449588	2022
35477022	2022
36352079	2022
31920333	2019
34579212	2021
PPR164504	2020
37521870	2023
37461319	2023
41012445	2025
27933426	2017
32541811	2020
34385421	2021
32426328	2020
24743494	2014
33712669	2021
29630613	2018
31920346	2019
31552043	2019
37721934	2023
32612609	2020
26494232	2015
23305922	2013
33149152	2020
30037791	2018
35192429	2022
25645976	2015
25268822	2014
40704641	2025
26588795	2016
33020664	2021
37925433	2023
37364935	2023
34561536	2021
38177131	2024
36416453	2023
34577606	2021
26543437	2015
39024436	2024
38116426	2023
28510014	2016
30180947	2018
29884748	2018
38528618	2024
PPR256131	2020
34273353	2021
34712919	2021
33953162	2021
23734660	2013
38435514	2024
32461276	2020
38194459	2024
PPR612087	2023
33136526	2020
35298559	2022
36979056	2023
26045608	2015
31752286	2019
34298682	2021
34201323	2021
36874272	2023
26090596	2015
29335256	2018
40794328	2025
35590366	2022
25720604	2015
31479256	2019
39499772	2025
31032246	2019
34818120	2021
32868810	2020
35888425	2022
35706035	2022
29947573	2018
34200473	2021
36302916	2022
35204790	2022
PPR344676	2021
30104197	2019
35562647	2022
38288278	2023
35910795	2022
36090049	2022
31296659	2019
25737095	2015
25737448	2015
29487358	2018
39328775	2024
32944144	2020
34211469	2021
35041415	2022
36703969	2022
37259024	2023
38600086	2024
36493785	2022
25120260	2014
38830098	2024
33344904	2020
34599176	2021
31548519	2017
35718590	2022
35970844	2022
41031135	2025
31120944	2019
30088437	2018
35928815	2022
31558852	2019
36979026	2023
40325268	2025
39749973	2025
35056083	2021
40259889	2025
37777801	2023
35003132	2021
38045040	2023
29388418	2018
27339902	2016
33240775	2020
37959998	2023
28325833	2017
27644406	2016
39998442	2025
32515349	2020
36671732	2022
27834791	2016
26991433	2016
33495503	2021
27246852	2016
32944191	2020
26013822	2015
38064524	2023
36374050	2022
33569043	2020
31637787	2020
26889573	2016
31227482	2019
33420048	2021
31186348	2019
27599743	2016
33808203	2021
30301798	2018
34683938	2021
30617019	2019
32849624	2020
36126115	2022
21964501	2012
24069412	2013
37232495	2023
PPR340921	2021
34821658	2021
29994898	2018
38952061	2024
36255327	2022
PPR171012	2020
29180452	2018
37646890	2023
30538170	2019
39165908	2024
34605428	2021
36831988	2023
35292770	2022
36997624	2023
35789855	2022
32066763	2020
35884244	2022
33500260	2021
31179271	2019
24530905	2014
34628863	2021
32251582	2020
27924312	2016
PPR399685	2021
PPR187781	2020
PPR203791	2020
34967699	2022
29162722	2018
36758803	2023
34976435	2022
33533592	2021
36726195	2023
30126249	2018
30764639	2019
35685926	2022
34799664	2021
30454073	2018
27731375	2016
23675691	2013
39964166	2025
36736512	2023
30996792	2019
26313909	2015
36583735	2023
23773677	2013
33948440	2021
38302428	2024
29103909	2018
39231214	2024
33919736	2021
33859320	2021
33976181	2021
29666835	2018
34294887	2022
33661631	2021
33127753	2020
35738683	2022
25218402	2014
27515574	2016
36458200	2022
27077883	2016
36872366	2023
30077568	2018
35007758	2022
34638503	2021
28286803	2016
34407085	2021
35516624	2020
24581547	2014
32413091	2020
29602907	2018
31877649	2019
PPR425917	2021
37568853	2023
36944412	2023
36136560	2022
28630045	2017
40831235	2025
31226791	2019
32049522	2020
32922539	2020
36894702	2023
30881679	2019
38054267	2023
31430904	2019
26404159	2015
35170181	2022
31988240	2020
30405887	2018
36202993	2022
29186514	2018
37702366	2023
PPR377255	2021
36432709	2022
PMC12135394	2025
39936406	2025
37732588	2024
28851900	2017
31969456	2020
24583689	2014
29544494	2018
33671039	2021
29603451	2018
33491272	2021
35677308	2022
PPR832239	2024
35424249	2021
29114958	2018
32528829	2020
33122192	2020
35046019	2022
33072499	2021
29968736	2018
28034741	2017
28931605	2017
29086571	2017
40910885	2025
28001487	2017
30729651	2019
31948038	2020
31294329	2019
34726173	2021
29352039	2018
27341135	2016
36744954	2023
38107390	2023
35079047	2022
35891248	2022
35540466	2018
38418820	2024
29693453	2018
PPR229858	2020
30679545	2019
30523153	2019
35858383	2022
33532185	2021
24435659	2014
40419755	2025
37375796	2023
35061691	2022
37191233	2023
28338097	2017
33800287	2021
27307569	2016
25921830	2015
35248534	2022
38381847	2024
25526801	2014
24555931	2014
30386817	2018
35304871	2022
35866481	2022
26359497	2015
32404352	2020
37478191	2023
31057406	2019
26943906	2016
23533209	2013
27895641	2016
32346013	2020
34208397	2021
35142215	2022
38025772	2023
29520233	2018
33183151	2020
30843752	2019
36342276	2022
30615119	2019
27210447	2016
34194673	2021
27387236	2016
PPR569256	2022
30039967	2018
28732041	2017
PPR395815	2021
34729304	2021
25661878	2015
35874498	2022
38230295	2024
25807181	2015
24117177	2014
27686335	2016
37086273	2023
34766003	2021
35609743	2022
31709767	2020
31022215	2019
38046181	2023
36075908	2022
25916936	2015
36333470	2022
25481736	2015
32098202	2020
38095091	2023
29414776	2018
30619247	2018
35142444	2022
29563915	2018
36876764	2023
31562564	2020
34122400	2021
33119256	2020
34325131	2021
27447199	2016
28783126	2017
34841402	2021
31263112	2019
34109181	2021
37147801	2023
35865895	2022
33748735	2021
35370661	2022
26316752	2015
32825726	2020
31118511	2019
32193207	2020
33131414	2020
30853893	2019
31681303	2019
31974305	2020
28793443	2015
PPR499246	2022
33243994	2020
26818177	2016
31936129	2020
38851078	2024
25178857	2014
32784494	2020
31429778	2019
30044661	2018
34204853	2021
32964428	2020
31817486	2019
35813877	2022
32221299	2020
37019335	2023
26302839	2015
39193913	2024
30779788	2019
38761800	2024
33804477	2021
36208449	2022
PPR507051	2022
36510147	2022
32033448	2020
37403876	2023
24079816	2013
35837406	2022
32926878	2021
31068073	2019
30227633	2018
40404827	2025
30718544	2019
22359573	2012
40510422	2025
33329552	2020
33303867	2020
24408323	2014
PPR352491	2021
35231444	2022
35540286	2018
31411555	2019
32376685	2020
PPR465673	2022
38261825	2024
30931428	2019
33617884	2021
26515024	2015
27559765	2016
25555908	2015
30183492	2018
PMC9568397	2022
27612038	2016
35631556	2022
32314505	2020
38486987	2024
30769864	2019
36693849	2023
29160851	2017
37721709	2023
34072572	2021
28882044	2017
29143012	2017
29233140	2017
PPR444920	2022
35217625	2022
30224695	2018
34717958	2021
37051245	2023
31384862	2019
35286724	2022
26062435	2015
26154290	2015
33422057	2021
31689919	2019
39000719	2024
27771945	2017
PPR414416	2020
PPR213426	2020
28285124	2017
26412225	2015
30484247	2018
26805033	2016
29018805	2017
31481464	2019
37867971	2023
35495107	2022
35784732	2022
PPR153488	2020
32614896	2020
25624318	2015
35481636	2022
36195094	2022
32144747	2020
PPR275046	2021
34854303	2021
34280257	2021
35744994	2022
30538236	2018
38791080	2024
30728246	2019
33054193	2020
37353565	2023
PPR431329	2021
23296613	2013
24735333	2014
35150565	2022
30976034	2019
33093500	2020
34912226	2021
33919561	2021
35159761	2022
33353951	2020
30002123	2018
37146241	2023
34165126	2021
36746510	2023
26029848	2015
30783144	2019
29382172	2018
38774611	2024
35200320	2022
38272869	2024
33193398	2020
32877466	2020
35418865	2022
37969742	2023
35377651	2022
32293884	2020
28448040	2017
34541225	2017
34438259	2021
30795583	2019
29093465	2017
31444272	2019
32860273	2020
25414711	2014
36317101	2022
33896065	2021
26833716	2016
35478655	2021
27166804	2016
27418371	2017
36286420	2022
31424293	2019
30042679	2018
34169309	2021
28874663	2017
33420372	2021
35024187	2021
31209003	2019
33606986	2021
38123680	2024
35013112	2022
36474441	2023
39733452	2025
34834071	2021
25723471	2015
32270857	2020
27874029	2016
36945773	2023
38268188	2024
31044149	2019
37306579	2023
29980538	2018
32928962	2020
31815943	2019
27365039	2016
32709730	2020
38888519	2024
31534126	2019
39489734	2024
34944416	2021
27023529	2016
30860805	2019
31388182	2019
30342156	2019
32438039	2020
23996177	2013
25413724	2015
29518144	2018
37206388	2023
30975637	2019
35630659	2022
35281913	2022
35936462	2022
32304700	2020
35203416	2022
34332450	2021
27959866	2016
28655889	2017
32636242	2020
39940966	2025
30923526	2019
36851846	2023
32379446	2020
PPR205934	2020
PPR200213	2020
37927561	2023
40789880	2025
24231744	2014
37013935	2023
40305624	2025
34458746	2020
40163365	2025
29617298	2018
38625739	2024
30037795	2018
30872635	2019
35200338	2022
34835696	2021
37940661	2023
33633363	2021
34395405	2021
25152884	2014
35026546	2022
32606679	2020
34767039	2021
32144298	2020
28701393	2017
32770836	2020
30186743	2018
31239479	2019
31226805	2019
33153264	2020
35863378	2022
28584057	2017
PPR164062	2020
30505067	2018
39567828	2025
24846138	2014
30658444	2019
35723321	2022
30264842	2018
33142057	2020
31684125	2019
27916836	2016
36494344	2022
26445108	2015
39065810	2024
28594954	2017
39429933	2024
32820806	2020
32398258	2020
27038670	2016
36142792	2022
34960650	2021
24342363	2014
38600610	2024
33127646	2020
39236340	2024
28911659	2017
23931734	2013
30755592	2019
27571266	2016
31253743	2020
37804113	2023
34489334	2021
35500201	2022
28481946	2017
29783662	2018
36272646	2022
27571219	2016
39634607	2024
29718457	2018
33468649	2021
28464519	2017
31011462	2019
38654141	2024
32681173	2021
30455354	2019
28422491	2017
38887559	2024
37758868	2023
34408465	2021
37098070	2023
32707669	2020
35309324	2022
28437098	2017
26521004	2015
PPR183752	2020
33505963	2020
21290534	2011
32329655	2020
28031364	2017
32866370	2020
32232338	2020
PMC12125298	2025
27023768	2016
29170370	2017
33096693	2020
33893388	2021
27304609	2016
34739220	2021
26579553	2016
31949258	2020
32296041	2020
38717140	2024
37275459	2023
20305542	2010
30158246	2018
39737965	2024
25471691	2015
25863146	2015
41275592	2025
28386587	2017
33301675	2021
25437373	2015
